isDGA,domain,host,subclass
dga,he2o5iq0yfug14894whbpa6n8,he2o5iq0yfug14894whbpa6n8.com,newgoz
dga,muvtvdascvei,muvtvdascvei.ru,cryptolocker
dga,tqparlipaukeshlow,tqparlipaukeshlow.ki,necurs
dga,nmoobdeexmw,nmoobdeexmw.bz,necurs
dga,afgycxioqsbrf,afgycxioqsbrf.ru,cryptolocker
dga,prvkaxdcwqwe,prvkaxdcwqwe.ru,cryptolocker
dga,sbxcsucudnbj,sbxcsucudnbj.ru,cryptolocker
dga,rmxjatquxacmb,rmxjatquxacmb.net,cryptolocker
dga,lxvtwkmhbfohvm,lxvtwkmhbfohvm.nu,necurs
dga,fxiwgpoidfidjnh,fxiwgpoidfidjnh.ru,cryptolocker
dga,ableaunt,ableaunt.net,nivdort
dga,flelgfbih7oo1xnfzkl19f4z7a,flelgfbih7oo1xnfzkl19f4z7a.org,newgoz
dga,dreamwild,dreamwild.net,nivdort
dga,jwxowqthlrsxc,jwxowqthlrsxc.ru,cryptolocker
dga,cqofovvodypqwjzylypknrcivpnibts,cqofovvodypqwjzylypknrcivpnibts.ru,goz
dga,13o1tmo1d7h4oghy1ebnoy7caw,13o1tmo1d7h4oghy1ebnoy7caw.com,newgoz
dga,9a74ac11db87a4c196faa5dd14aab56f,9a74ac11db87a4c196faa5dd14aab56f.org,bamital
dga,xkobjupubihpugg,xkobjupubihpugg.ru,cryptolocker
dga,dxhmghioijag,dxhmghioijag.ru,cryptolocker
dga,whwtrifhkjffbji,whwtrifhkjffbji.co.uk,cryptolocker
dga,pxsmhupvrcarqspxhuwrspgu,pxsmhupvrcarqspxhuwrspgu.ru,goz
dga,kwmernmohweayim,kwmernmohweayim.ru,cryptolocker
dga,wufbhypbcahafdf,wufbhypbcahafdf.ru,cryptolocker
dga,1cvfn615xvq7e709p7we9vsrw,1cvfn615xvq7e709p7we9vsrw.biz,gameoverdga
dga,1oqvmu8avlitaexu216u7il3m,1oqvmu8avlitaexu216u7il3m.com,newgoz
dga,15e67356e76da2674a39677be053d4b9,15e67356e76da2674a39677be053d4b9.org,bamital
dga,frontnerve,frontnerve.net,nivdort
dga,ccwrvbxpchbnlvq,ccwrvbxpchbnlvq.ru,cryptolocker
dga,qtskqsifddpfalaiztdhegq,qtskqsifddpfalaiztdhegq.ru,goz
dga,1dzn0skees6s9ifub241flcufx,1dzn0skees6s9ifub241flcufx.com,gameoverdga
dga,jpjtkowiphqdpn,jpjtkowiphqdpn.ru,cryptolocker
dga,b7ac7z11j0g6o1ss8h6856m8xx,b7ac7z11j0g6o1ss8h6856m8xx.net,newgoz
dga,lookshown,lookshown.net,nivdort
dga,visitwing,visitwing.net,nivdort
dga,b8bb16889359084b753b1f1fc0dbcc3b,b8bb16889359084b753b1f1fc0dbcc3b.co.cc,bamital
dga,vochwuolruqckd,vochwuolruqckd.ru,cryptolocker
dga,srkhvgkotkjgga,srkhvgkotkjgga.ru,cryptolocker
dga,14boanqkswb6ilfz0mr63k4xa,14boanqkswb6ilfz0mr63k4xa.com,newgoz
dga,tuaygicpwamtxbhat,tuaygicpwamtxbhat.kz,necurs
dga,vavbulwvcoib,vavbulwvcoib.ru,cryptolocker
dga,kgllnbttttwqr,kgllnbttttwqr.ru,cryptolocker
dga,bpuaykgalxvs,bpuaykgalxvs.ru,cryptolocker
dga,ntobappqrnwunuaykhsm,ntobappqrnwunuaykhsm.mu,necurs
dga,lz4e1mzmou0qi17pis13c6nhe,lz4e1mzmou0qi17pis13c6nhe.net,gameoverdga
dga,ixsqaknyitlcjfp,ixsqaknyitlcjfp.ru,cryptolocker
dga,wdymmcta,wdymmcta.eu,necurs
dga,lorddish,lorddish.net,nivdort
dga,oyt3tv1xswmsc1om7sxv1i92vy,oyt3tv1xswmsc1om7sxv1i92vy.org,newgoz
dga,f4b3785714b25d899757377d69bbfd94,f4b3785714b25d899757377d69bbfd94.org,bamital
dga,spendpress,spendpress.net,nivdort
dga,yardroad,yardroad.net,nivdort
dga,17i36mi1dzi00c1jw1z871f0t7je,17i36mi1dzi00c1jw1z871f0t7je.net,gameoverdga
dga,wdbfurewyfbfc,wdbfurewyfbfc.ru,cryptolocker
dga,vprmlfdsdtr,vprmlfdsdtr.la,necurs
dga,ae7700a88ffd335971123a535d8b4ff9,ae7700a88ffd335971123a535d8b4ff9.info,bamital
dga,7035f99fafe2b95354c1544cddb85cbe,7035f99fafe2b95354c1544cddb85cbe.info,bamital
dga,02c967b39ca9e6285507fd90dd10914d,02c967b39ca9e6285507fd90dd10914d.info,bamital
dga,gyycxnogafrlxqniame,gyycxnogafrlxqniame.kz,necurs
dga,b1e6c7a0d57ebfeb1a27c06779ac3f7c,b1e6c7a0d57ebfeb1a27c06779ac3f7c.org,bamital
dga,fefbtnrduyun,fefbtnrduyun.com,cryptolocker
dga,1elc4c6obyiad7x9zfud8o5p,1elc4c6obyiad7x9zfud8o5p.net,newgoz
dga,oxcuplxweyqd,oxcuplxweyqd.ac,necurs
dga,pusticlogdvybpi,pusticlogdvybpi.org,cryptolocker
dga,uamjrjihawtrng,uamjrjihawtrng.co,necurs
dga,e4a1eacaaa918a15c0c95557ac12be42,e4a1eacaaa918a15c0c95557ac12be42.info,bamital
dga,khrkkrodarhal,khrkkrodarhal.ru,necurs
dga,zo5fr014kexlk1brdxrl1gpe2af,zo5fr014kexlk1brdxrl1gpe2af.net,newgoz
dga,gpdkbtmwbfkjof,gpdkbtmwbfkjof.ru,cryptolocker
dga,npmjqgwjcywf,npmjqgwjcywf.ru,cryptolocker
dga,xrwbogjeynbrc,xrwbogjeynbrc.ru,cryptolocker
dga,f2455b960c12c1de1cf3abca8d2f0e54,f2455b960c12c1de1cf3abca8d2f0e54.info,bamital
dga,ootxglkfqifhlmf,ootxglkfqifhlmf.ru,cryptolocker
dga,bggqqckavlppvo,bggqqckavlppvo.ru,cryptolocker
dga,cef52d2e521afc4c3a95e42929e0e6bc,cef52d2e521afc4c3a95e42929e0e6bc.info,bamital
dga,cyencvtdpowot,cyencvtdpowot.ru,cryptolocker
dga,xxxbkfxtawmpkla,xxxbkfxtawmpkla.ru,cryptolocker
dga,ablesound,ablesound.net,nivdort
dga,tlwcdwnussutnq,tlwcdwnussutnq.ru,cryptolocker
dga,dhlveydrsqcdeumbcilrhonpn,dhlveydrsqcdeumbcilrhonpn.ru,goz
dga,1e3fbc3320b329ca4bc359a0e92f6f05,1e3fbc3320b329ca4bc359a0e92f6f05.cz.cc,bamital
dga,nrsabxuoebkw,nrsabxuoebkw.ru,cryptolocker
dga,fplusgbcmshr,fplusgbcmshr.ru,cryptolocker
dga,ecppvpejlpic,ecppvpejlpic.biz,cryptolocker
dga,yktfchcdblwwci,yktfchcdblwwci.ru,cryptolocker
dga,threetalk,threetalk.net,nivdort
dga,ipmitfhiddyq,ipmitfhiddyq.ru,cryptolocker
dga,dbb063e22ab690a4265d4aaaac5aab88,dbb063e22ab690a4265d4aaaac5aab88.cz.cc,bamital
dga,vvcjhaaopary,vvcjhaaopary.ru,cryptolocker
dga,knniwqowmgdlio,knniwqowmgdlio.ru,cryptolocker
dga,1n2hjd6bph3t1ssc33fj9wphk,1n2hjd6bph3t1ssc33fj9wphk.biz,gameoverdga
dga,humangives,humangives.net,nivdort
dga,lvvbypxpd,lvvbypxpd.bz,necurs
dga,w1lgcf17fqpqw1r1q35g7apur0,w1lgcf17fqpqw1r1q35g7apur0.org,newgoz
dga,tdlnkaomigrjwfv,tdlnkaomigrjwfv.ru,cryptolocker
dga,pxdbiwrjfobmvf,pxdbiwrjfobmvf.ru,cryptolocker
dga,qf9cqccv3hftt5m3ijdc9j3l,qf9cqccv3hftt5m3ijdc9j3l.com,newgoz
dga,inohvnfkqlvx,inohvnfkqlvx.ru,cryptolocker
dga,wvdjdqxmpqxfqsa,wvdjdqxmpqxfqsa.ru,cryptolocker
dga,pkryljyuliqcrlc,pkryljyuliqcrlc.biz,cryptolocker
dga,19w3uo53zxf11yn9sg112pnp9l,19w3uo53zxf11yn9sg112pnp9l.org,gameoverdga
dga,ionhgtadjc,ionhgtadjc.ki,necurs
dga,216y4c1c1hps5150gfuc14ub4vf,216y4c1c1hps5150gfuc14ub4vf.net,gameoverdga
dga,cbdtoblpqelt,cbdtoblpqelt.ru,cryptolocker
dga,dmnyjbyjrcffpnq,dmnyjbyjrcffpnq.com,cryptolocker
dga,rpbmsggwoofvlw,rpbmsggwoofvlw.com,cryptolocker
dga,ig727cfzw31816yn49koaysw8,ig727cfzw31816yn49koaysw8.com,gameoverdga
dga,klpgbd18u122314gmi978n4n7,klpgbd18u122314gmi978n4n7.com,gameoverdga
dga,iuqvyvcs,iuqvyvcs.ug,necurs
dga,hjjqygxwlbjkgrb,hjjqygxwlbjkgrb.org,cryptolocker
dga,wsnytlkjnoeyoih,wsnytlkjnoeyoih.co.uk,cryptolocker
dga,pxsqcjzwohizjzugmjzcuhaunge,pxsqcjzwohizjzugmjzcuhaunge.ru,goz
dga,s687671cn32a1ofvrrj1s7lftt,s687671cn32a1ofvrrj1s7lftt.com,gameoverdga
dga,hyetttdscocwg,hyetttdscocwg.ru,cryptolocker
dga,18c9228e41a320c4f04157d193524286,18c9228e41a320c4f04157d193524286.cz.cc,bamital
dga,cloudvoice,cloudvoice.net,nivdort
dga,lmiurnpuoaklsij,lmiurnpuoaklsij.com,cryptolocker
dga,349d71670d7f3ffd2470ec556eb80d11,349d71670d7f3ffd2470ec556eb80d11.cz.cc,bamital
dga,19hziri1ckamaz1ezg3gd1nk7xd4,19hziri1ckamaz1ezg3gd1nk7xd4.org,newgoz
dga,chuuatwmpnajj,chuuatwmpnajj.nf,necurs
dga,klfdibkpglmlbsm,klfdibkpglmlbsm.ru,cryptolocker
dga,eenhauhwdfaghgbb,eenhauhwdfaghgbb.de,necurs
dga,jotrypgxpkkrhjr,jotrypgxpkkrhjr.ru,cryptolocker
dga,hrwpxtjobslfq,hrwpxtjobslfq.ru,cryptolocker
dga,kybjsxmaiitdfid,kybjsxmaiitdfid.ru,cryptolocker
dga,olvtgbn,olvtgbn.com,necurs
dga,pwbqkjahjoqyvislr,pwbqkjahjoqyvislr.org,necurs
dga,xohjefavjbahis,xohjefavjbahis.ru,cryptolocker
dga,upondeal,upondeal.net,nivdort
dga,bfavfexthoifmwbja,bfavfexthoifmwbja.xxx,necurs
dga,wotjbrvtgmdrv,wotjbrvtgmdrv.ru,cryptolocker
dga,d80bb88f379b6d7c4f06cb8d5084954b,d80bb88f379b6d7c4f06cb8d5084954b.co.cc,bamital
dga,shn8mufocj8s1kqzde15yy2sg,shn8mufocj8s1kqzde15yy2sg.net,gameoverdga
dga,102uvrvo7x36k15yafow1be1jh8,102uvrvo7x36k15yafow1be1jh8.net,newgoz
dga,skbljxyomaum,skbljxyomaum.ru,cryptolocker
dga,wxjgrxyeqgprahk,wxjgrxyeqgprahk.biz,cryptolocker
dga,spendhurt,spendhurt.net,nivdort
dga,wzysaz169jqoz8k1wxtq4l1mn,wzysaz169jqoz8k1wxtq4l1mn.com,newgoz
dga,rukxognqnxwodin,rukxognqnxwodin.ru,cryptolocker
dga,eopgluytntuj,eopgluytntuj.ru,cryptolocker
dga,51fcy11tsdcy3ohturrqedgix,51fcy11tsdcy3ohturrqedgix.org,gameoverdga
dga,groupdont,groupdont.net,nivdort
dga,pfgdnwwouetg,pfgdnwwouetg.ru,cryptolocker
dga,rvfewfhuvsoeuvj,rvfewfhuvsoeuvj.com,cryptolocker
dga,ba4d1bfdea0887917e39c20b5cb52c13,ba4d1bfdea0887917e39c20b5cb52c13.info,bamital
dga,dydrryqypyqtxwe,dydrryqypyqtxwe.ru,cryptolocker
dga,fabuehjmtdtvguq,fabuehjmtdtvguq.ru,cryptolocker
dga,79a655d5c68c82fbc30e219d279bb3ea,79a655d5c68c82fbc30e219d279bb3ea.info,bamital
dga,tvvrtvkndsbh,tvvrtvkndsbh.ru,cryptolocker
dga,hqqctyiwdplyvsxnvu,hqqctyiwdplyvsxnvu.ki,necurs
dga,ueewxbqsvohl,ueewxbqsvohl.ru,cryptolocker
dga,09565d78bd59af7513ef1e116513c486,09565d78bd59af7513ef1e116513c486.org,bamital
dga,knowfruit,knowfruit.net,nivdort
dga,pqkkmlacosxpo,pqkkmlacosxpo.ru,cryptolocker
dga,1k62wrg17po2ojp33kftbyo0w9,1k62wrg17po2ojp33kftbyo0w9.com,newgoz
dga,11fx5gglqrqu8nfva6m17jgtpj,11fx5gglqrqu8nfva6m17jgtpj.org,gameoverdga
dga,auinazhpqkgqciskqchinrogip,auinazhpqkgqciskqchinrogip.ru,goz
dga,obosuckmsmaxbircaws,obosuckmsmaxbircaws.ug,necurs
dga,blyaonxqkskuv,blyaonxqkskuv.co.uk,cryptolocker
dga,7e9c5ftpjb5k1ui5mrz2a26vz,7e9c5ftpjb5k1ui5mrz2a26vz.org,gameoverdga
dga,rehfuceystdk,rehfuceystdk.ru,cryptolocker
dga,nvptudwjfcmv,nvptudwjfcmv.ru,cryptolocker
dga,8j44as1jrdsb2jgxu6q1pglse6,8j44as1jrdsb2jgxu6q1pglse6.org,newgoz
dga,gclfaejerjfar,gclfaejerjfar.ru,cryptolocker
dga,nbutmlueufva,nbutmlueufva.ru,cryptolocker
dga,hemlfisrkuhius,hemlfisrkuhius.ru,cryptolocker
dga,sundaythrow,sundaythrow.net,nivdort
dga,ptmhol75ca3s130tbko1njm53l,ptmhol75ca3s130tbko1njm53l.net,gameoverdga
dga,gojbctuhmspot,gojbctuhmspot.org,cryptolocker
dga,kcvdxhclyiipx,kcvdxhclyiipx.ru,cryptolocker
dga,jdyggobwxwcbm,jdyggobwxwcbm.ru,cryptolocker
dga,nyafxevmpcvueokqbwsii,nyafxevmpcvueokqbwsii.mn,necurs
dga,36b23d194987a984e79b8e46878fd4c0,36b23d194987a984e79b8e46878fd4c0.co.cc,bamital
dga,quickthan,quickthan.net,nivdort
dga,41d873014030f9ff72f5faae4befccf9,41d873014030f9ff72f5faae4befccf9.cz.cc,bamital
dga,xfyfgvtotbqqu,xfyfgvtotbqqu.ru,cryptolocker
dga,areholyhhmcewli,areholyhhmcewli.ru,cryptolocker
dga,mgyoamrcbhtfq,mgyoamrcbhtfq.ru,cryptolocker
dga,wgvgcmcawkvwpbnrmzqcgvoreazpuc,wgvgcmcawkvwpbnrmzqcgvoreazpuc.ru,goz
dga,weisfdldruucvtaq,weisfdldruucvtaq.ga,necurs
dga,tpawkkuhkfdrsut,tpawkkuhkfdrsut.com,cryptolocker
dga,yprdhqkllzovintwdkbintij,yprdhqkllzovintwdkbintij.ru,goz
dga,movehalf,movehalf.net,nivdort
dga,fronttaste,fronttaste.net,nivdort
dga,1muoin61v0vf52rdfzi61bctaet,1muoin61v0vf52rdfzi61bctaet.org,gameoverdga
dga,sgtuisooqiodmjbb,sgtuisooqiodmjbb.cc,necurs
dga,1fkfqumzt4g47jpp1ol1b3ffya,1fkfqumzt4g47jpp1ol1b3ffya.net,newgoz
dga,ladjywvofbahp,ladjywvofbahp.ru,cryptolocker
dga,6qdjfezws6mvi5apvaa6ytwr,6qdjfezws6mvi5apvaa6ytwr.biz,newgoz
dga,ylotjrjlxvumpkm,ylotjrjlxvumpkm.ir,necurs
dga,watchfell,watchfell.net,nivdort
dga,1ryomccw4env1byk99q19pz3vk,1ryomccw4env1byk99q19pz3vk.net,gameoverdga
dga,bqemtrrqlrlfrw,bqemtrrqlrlfrw.org,cryptolocker
dga,yafutyigheip,yafutyigheip.ru,cryptolocker
dga,c92343f68e8079ad4a269e627ab6603f,c92343f68e8079ad4a269e627ab6603f.co.cc,bamital
dga,xckxoklsamcbb,xckxoklsamcbb.tj,necurs
dga,csyavfefvplnce,csyavfefvplnce.ga,necurs
dga,pryiabkytspbx,pryiabkytspbx.ru,cryptolocker
dga,68h2w10fncoc1n23s6710bmlpg,68h2w10fncoc1n23s6710bmlpg.net,newgoz
dga,pnzsozqgxifyrwtuklrmjdgq,pnzsozqgxifyrwtuklrmjdgq.ru,goz
dga,22d5136eb19a71535a1f1232037a14af,22d5136eb19a71535a1f1232037a14af.info,bamital
dga,yrcughqtmbtcxxccucqucfehyl,yrcughqtmbtcxxccucqucfehyl.ru,goz
dga,nvlkhxjwcbevnhe,nvlkhxjwcbevnhe.ru,cryptolocker
dga,dythuamrrrgpvfi,dythuamrrrgpvfi.ru,cryptolocker
dga,uquixtmsiqdmy,uquixtmsiqdmy.ru,cryptolocker
dga,mcikhksljepdsjgqbqsx,mcikhksljepdsjgqbqsx.ga,necurs
dga,triedwrote,triedwrote.net,nivdort
dga,mostbest,mostbest.net,nivdort
dga,krcrbnoniuk,krcrbnoniuk.xxx,necurs
dga,aitqstngmdgoma,aitqstngmdgoma.ru,cryptolocker
dga,theseought,theseought.net,nivdort
dga,ae9756166c71f4fd5705a4e44ced28a6,ae9756166c71f4fd5705a4e44ced28a6.co.cc,bamital
dga,adicbqjncbse,adicbqjncbse.ru,cryptolocker
dga,jcsaarhmddoswe,jcsaarhmddoswe.ru,cryptolocker
dga,fb046cbaceacfb25b97cce76f8468ae0,fb046cbaceacfb25b97cce76f8468ae0.info,bamital
dga,wxuprxtgpaqm,wxuprxtgpaqm.ru,cryptolocker
dga,dwltsfxijarp,dwltsfxijarp.ru,cryptolocker
dga,1oycgunsux656qaqpwy1ga2ck5,1oycgunsux656qaqpwy1ga2ck5.net,gameoverdga
dga,clqlgllekhywvjx,clqlgllekhywvjx.info,cryptolocker
dga,1ccc5537f01eca7264bf4a0fc1da6801,1ccc5537f01eca7264bf4a0fc1da6801.info,bamital
dga,dqyprwfeeaoibduwzroxytqg,dqyprwfeeaoibduwzroxytqg.ru,goz
dga,1ton8911tah3znf1kef184limq,1ton8911tah3znf1kef184limq.com,gameoverdga
dga,jrolqdccxdqhaw,jrolqdccxdqhaw.ru,cryptolocker
dga,vuoqbescjljd,vuoqbescjljd.ru,cryptolocker
dga,apmpkptdktodheh,apmpkptdktodheh.biz,cryptolocker
dga,1rqcm0u1u0y12npk4wcf1e5yexs,1rqcm0u1u0y12npk4wcf1e5yexs.biz,newgoz
dga,ooyokwrivfsrq,ooyokwrivfsrq.co.uk,cryptolocker
dga,i3kmjtc7h47a5bxd88ogh6uo,i3kmjtc7h47a5bxd88ogh6uo.biz,newgoz
dga,sfudicotakwojl,sfudicotakwojl.com,cryptolocker
dga,ttfytsuaxgux,ttfytsuaxgux.net,cryptolocker
dga,gxreyrmdswmef,gxreyrmdswmef.ru,cryptolocker
dga,1sjbb3ob389ij1qboci81gvcn1,1sjbb3ob389ij1qboci81gvcn1.com,newgoz
dga,trijqzlbagygeljfanjzplgit,trijqzlbagygeljfanjzplgit.ru,goz
dga,8lsa33y41ciujbw35rq74wk5,8lsa33y41ciujbw35rq74wk5.biz,newgoz
dga,1xdedeb148o7kwx80d64xhjr5i,1xdedeb148o7kwx80d64xhjr5i.com,newgoz
dga,456bb7e17edbc98fd822889ba5419923,456bb7e17edbc98fd822889ba5419923.co.cc,bamital
dga,qsqwdqppiptwaeknjrwcuslvge,qsqwdqppiptwaeknjrwcuslvge.ru,goz
dga,pj8a9wbv8kbq193qy4qgm9r3x,pj8a9wbv8kbq193qy4qgm9r3x.com,newgoz
dga,grwitkrrfnmyd,grwitkrrfnmyd.ru,cryptolocker
dga,wdbpkltukchrq,wdbpkltukchrq.ru,cryptolocker
dga,vh5lpjfzri381i1dqf1n938eo,vh5lpjfzri381i1dqf1n938eo.com,gameoverdga
dga,txltcuqwnqqxigr,txltcuqwnqqxigr.ru,cryptolocker
dga,whichlend,whichlend.net,nivdort
dga,detojnjraxkt,detojnjraxkt.ru,cryptolocker
dga,2ryviogxswc415o5181w1pxyv,2ryviogxswc415o5181w1pxyv.net,gameoverdga
dga,mgl6qn5us9h85kx4m64xeft2,mgl6qn5us9h85kx4m64xeft2.com,newgoz
dga,spokerule,spokerule.net,nivdort
dga,bwyetcdaocdd,bwyetcdaocdd.ru,cryptolocker
dga,mylpbtdvlqhaqgtguizfuozdu,mylpbtdvlqhaqgtguizfuozdu.ru,goz
dga,wsqcmbrcuwvkfqxthaifqo,wsqcmbrcuwvkfqxthaifqo.ru,goz
dga,dkvngfyihcficoxmw,dkvngfyihcficoxmw.ir,necurs
dga,ylnsyrbrxnxquu,ylnsyrbrxnxquu.net,cryptolocker
dga,musicweight,musicweight.net,nivdort
dga,mqdgjykyxegkhyqddw,mqdgjykyxegkhyqddw.ru,necurs
dga,qyvwpasadkb,qyvwpasadkb.to,necurs
dga,13mghblum8bukldexhs1jrhq6x,13mghblum8bukldexhs1jrhq6x.com,gameoverdga
dga,1cmeva87ny4didkl91udi31s8,1cmeva87ny4didkl91udi31s8.biz,newgoz
dga,lvcyowpbskcdi,lvcyowpbskcdi.co.uk,cryptolocker
dga,cmhljnbmhlfxslffudgufeyu,cmhljnbmhlfxslffudgufeyu.ru,goz
dga,wgvspjhygpflbqibkzsqcsfaobae,wgvspjhygpflbqibkzsqcsfaobae.ru,goz
dga,hufclucr,hufclucr.tj,necurs
dga,1qynzbgix71etvkgee51kmklu6,1qynzbgix71etvkgee51kmklu6.org,newgoz
dga,hangpaid,hangpaid.net,nivdort
dga,uiubyqxak,uiubyqxak.pro,necurs
dga,132aefowod8m9y7z7hkdlbs51,132aefowod8m9y7z7hkdlbs51.biz,gameoverdga
dga,meathurry,meathurry.net,nivdort
dga,jpxsmvbxklweofx,jpxsmvbxklweofx.ru,cryptolocker
dga,wtfuobvdpelksa,wtfuobvdpelksa.ru,cryptolocker
dga,fiyaxoapywtce,fiyaxoapywtce.ru,cryptolocker
dga,llhwfqrtygkns,llhwfqrtygkns.ru,cryptolocker
dga,plrbulnfyxtcb,plrbulnfyxtcb.ru,cryptolocker
dga,az00ahwwcnfe215y8t14f8jvy,az00ahwwcnfe215y8t14f8jvy.com,newgoz
dga,98d19585f729634f9695025fde29b94e,98d19585f729634f9695025fde29b94e.info,bamital
dga,1k4xifprwg9ri1eyo8371i210tk,1k4xifprwg9ri1eyo8371i210tk.net,newgoz
dga,10okzy7nlgp5yea7jr1cxhdgr,10okzy7nlgp5yea7jr1cxhdgr.org,newgoz
