isDGA,length,digits,entropy,vowel-cons,ngrams
1,25,10,4.163856189774723,0.25,441.41277777777776
1,28,0,3.851823225551766,0.07692307692307693,733.5567426400759
1,14,0,3.6644977792004623,0.16666666666666666,767.1080586080585
1,15,0,3.2402239289418517,0.25,1245.9239316239316
1,13,0,3.180832987205441,0.08333333333333333,890.9156954156955
1,32,17,3.640319531114783,0.15384615384615385,342.14650537634407
1,12,0,3.0220552088742,0.7142857142857143,1345.6671717171719
1,17,0,3.572469458770136,0.13333333333333333,689.1067810457516
1,21,0,3.2728043273346206,0.5,1371.7171679197993
1,13,0,3.3927474104487847,0.18181818181818182,839.536519036519
1,21,0,4.011365041826378,0.05,652.22552213868
1,12,0,3.084962500721156,0.3333333333333333,1030.2358585858585
1,8,0,2.75,0.6,1337.3015873015872
1,32,21,3.516126767019874,0.0,254.49831989247312
1,12,0,3.2516291673878226,0.3333333333333333,1093.7772727272727
1,27,5,4.078418520441603,0.2222222222222222,729.3565622032289
1,14,0,3.3248629576173574,0.2727272727272727,801.8507326007325
1,16,0,3.452819531114783,0.45454545454545453,706.0847222222222
1,15,0,3.5068905956085183,0.15384615384615385,730.1943833943833
1,27,12,4.060262039120379,0.15384615384615385,555.127331433998
1,14,0,3.3787834934861767,0.16666666666666666,700.3678266178266
1,25,7,4.053660689688185,0.2,456.64632850241543
1,13,0,3.238901256602631,0.18181818181818182,698.146658896659
1,27,8,3.661932872373583,0.5833333333333334,730.6627730294398
1,13,0,3.3927474104487847,0.3,1247.8350815850815
1,9,0,2.94770277922009,0.5,1208.0132275132275
1,13,0,3.3927474104487847,0.18181818181818182,774.7604895104895
1,12,0,3.0220552088742,0.09090909090909091,657.8161616161616
1,32,19,3.79595859334435,0.3,391.9099686379928
1,14,0,3.378783493486176,0.16666666666666666,843.089133089133
1,25,10,3.9132696895151073,0.5,739.7655072463768
1,15,0,3.189898095464287,0.6666666666666666,960.1039072039072
1,26,10,4.056020968057881,0.6,625.2293162393163
1,12,0,3.418295834054489,0.09090909090909091,488.12121212121207
1,13,0,3.238901256602631,0.0,722.1948329448328
1,8,0,2.75,0.6,1380.0972222222224
1,12,0,2.9182958340544896,0.3333333333333333,678.7838383838383
1,8,0,2.5,1.0,1320.1448412698412
1,9,0,2.725480556997868,0.5,1257.2843915343915
1,25,7,4.163856189774723,0.2,656.9896376811595
1,14,0,3.182005814760214,0.2727272727272727,673.0900488400488
1,14,0,2.950212064914748,0.07692307692307693,432.49084249084245
1,8,0,3.0,0.6,1225.843253968254
1,27,11,3.940072687348655,0.23076923076923078,415.3072554605888
1,26,11,3.950063756436209,0.15384615384615385,434.716452991453
1,15,0,3.32323142879762,0.36363636363636365,1154.9862026862027
1,12,0,3.084962500721156,0.0,904.5126262626263
1,15,0,3.6402239289418516,0.0,576.4862026862028
1,12,0,3.584962500721156,0.3333333333333333,957.5126262626263
1,26,8,4.315824333525707,0.2,600.7032905982907
1,13,0,3.238901256602631,0.3,788.5650738150738
1,24,6,4.16829583405449,0.2857142857142857,675.261967501098
1,26,11,4.056020968057881,0.25,443.0189743589744
1,24,5,3.6887218755408675,0.35714285714285715,823.0904699165568
1,15,0,3.373557262275185,0.36363636363636365,576.1710622710623
1,20,0,3.7841837197791888,0.17647058823529413,1132.8707602339182
1,26,9,4.315824333525707,0.5454545454545454,810.4358547008547
1,32,18,3.5192475629608073,0.2727272727272727,458.2774641577061
1,12,0,2.688721875540867,0.2,854.3762626262627
1,15,0,3.5068905956085183,0.25,803.5660561660561
1,27,11,3.91211389097223,0.3333333333333333,313.6933333333333
1,26,7,4.161978179679553,0.35714285714285715,571.3347435897435
1,26,9,4.103909910282363,0.4166666666666667,591.1820085470085
1,13,0,3.180832987205441,0.08333333333333333,919.4978632478632
1,14,0,3.3248629576173574,0.07692307692307693,768.1077533577533
1,25,5,4.023465189601646,0.1111111111111111,457.8362077294687
1,13,0,3.5465935642949384,0.4444444444444444,964.2781662781662
1,27,10,4.060262039120379,0.3076923076923077,499.67806267806264
1,15,0,3.189898095464287,0.25,589.5007326007327
1,14,0,2.9852281360342516,0.2727272727272727,1120.7029914529915
1,13,0,3.238901256602631,0.3,990.4118104118105
1,27,10,4.3565583354166755,0.3076923076923077,650.0472364672365
1,14,0,2.9852281360342516,0.5555555555555556,828.4795482295482
1,27,5,4.088220835496803,0.2222222222222222,806.663133903134
1,12,0,3.418295834054489,0.5,1546.940404040404
1,13,0,2.9689185639620974,0.625,1160.954933954934
1,13,0,3.5465935642949384,0.18181818181818182,804.837801087801
1,15,0,3.240223928941852,0.15384615384615385,766.4496947496949
1,13,0,3.3927474104487847,0.18181818181818182,763.7589355089355
1,26,6,4.008132025833399,0.42857142857142855,607.7920512820513
1,16,0,3.5,0.6,1669.6301587301589
1,26,11,4.008132025833399,0.15384615384615385,423.7810256410257
1,12,0,3.2516291673878226,0.2,751.3176767676767
1,25,0,3.8936606896881845,0.3157894736842105,779.0473913043478
1,13,0,3.3927474104487847,0.08333333333333333,978.6868686868687
1,32,24,3.569548827786958,0.3333333333333333,312.16319444444446
1,9,0,2.94770277922009,0.8,1328.1369047619048
1,26,6,4.2098671219040344,0.25,559.928376068376
1,13,0,3.7004397181410926,0.4444444444444444,888.6250971250973
1,14,0,3.2359263506290326,0.5555555555555556,914.390415140415
1,12,0,3.084962500721156,0.3333333333333333,1326.7484848484848
1,13,0,3.3927474104487847,0.3,1088.5747863247864
1,26,4,4.085055102756477,0.29411764705882354,679.0159401709402
1,24,5,4.136842188131012,0.11764705882352941,569.4466403162055
1,14,0,3.235926350629033,0.75,943.9816849816849
1,27,13,3.531941205546659,0.2727272727272727,449.2255460588794
1,13,0,3.3927474104487847,0.08333333333333333,581.183177933178
1,15,0,3.189898095464287,0.875,1172.062271062271
1,26,10,3.873140679513132,0.45454545454545453,620.1613247863248
1,12,0,3.418295834054489,0.3333333333333333,1216.6459595959598
1,14,0,3.182005814760214,0.2727272727272727,866.0882173382174
1,21,0,3.8208888513501886,0.23529411764705882,810.6912698412699
1,13,0,3.5465935642949384,0.625,747.9007381507382
1,13,0,3.238901256602631,0.08333333333333333,950.0064102564103
1,13,0,3.5465935642949384,0.4444444444444444,1099.300505050505
1,9,0,2.6416041678685933,0.8,1853.153439153439
1,10,0,2.446439344671015,0.6666666666666666,1792.3814814814814
1,14,0,3.182005814760214,0.2727272727272727,867.3525641025641
1,9,0,2.9477027792200903,0.5,1433.0132275132275
1,15,0,3.1068905956085184,0.15384615384615385,788.7184371184371
1,32,14,3.4178377974034158,0.5,689.4630600358423
1,15,0,3.506890595608518,0.36363636363636365,936.589133089133
1,8,0,2.75,0.14285714285714285,803.4940476190476
1,25,6,4.243856189774723,0.11764705882352941,632.8523188405798
1,13,0,3.0850551027564768,0.18181818181818182,828.4594017094017
1,8,0,2.5,0.6,1409.6964285714284
1,27,13,3.9265716511782744,0.07692307692307693,286.4183285849952
1,13,0,3.3927474104487847,0.18181818181818182,759.5093240093239
1,13,0,2.873140679513133,0.18181818181818182,1002.7455322455322
1,14,0,3.6644977792004623,0.16666666666666666,900.0576923076924
1,16,0,3.875,0.6,1010.5085317460317
1,14,0,3.039148671903072,0.07692307692307693,906.1962759462759
1,15,0,3.506890595608519,0.15384615384615385,858.7253968253968
1,12,0,3.0220552088742,0.09090909090909091,931.3611111111112
1,28,11,4.035582047970575,0.21428571428571427,487.90564373897706
1,14,0,3.039148671903071,0.4,771.9371184371184
1,13,0,3.3927474104487847,0.3,878.1839549339551
1,14,0,3.6644977792004623,0.2727272727272727,879.0494505494504
1,26,6,4.46967048737186,0.17647058823529413,644.1041452991453
1,32,23,3.3942475629608078,0.2857142857142857,244.0668682795699
1,24,7,3.886842188131012,0.0625,550.0851449275362
1,14,0,3.378783493486176,0.07692307692307693,979.5671550671551
1,26,8,4.085055102756476,0.2,707.2452136752137
1,14,0,3.3248629576173574,0.2727272727272727,683.0827228327229
1,15,0,3.506890595608519,0.25,897.6379731379731
1,12,0,3.418295834054489,0.2,668.3848484848485
1,8,0,2.75,0.3333333333333333,1029.718253968254
1,14,0,3.2359263506290334,0.4,816.7228327228328
1,15,0,3.3735572622751855,0.07142857142857142,639.251282051282
1,10,0,3.321928094887362,0.42857142857142855,1113.4074074074074
1,26,9,4.026986833359286,0.3076923076923077,477.2621367521367
1,12,0,3.0849625007211556,0.2,1169.7717171717172
1,13,0,3.0850551027564768,0.625,861.4978632478632
1,27,8,4.014146761422729,0.35714285714285715,595.7460778727444
1,14,0,3.378783493486176,0.2727272727272727,713.579365079365
1,24,12,4.001629167387823,0.2,466.66908212560384
1,24,5,3.9701755214643453,0.05555555555555555,530.7603205972771
1,13,0,3.3927474104487847,0.18181818181818182,821.8469308469307
1,32,19,3.6792292966721747,0.3,378.2532258064516
1,32,16,3.507048827786958,0.45454545454545453,543.8155913978494
1,14,0,2.9852281360342516,0.75,1378.206043956044
1,27,11,4.088220835496804,0.14285714285714285,511.6832858499525
1,12,0,3.2516291673878226,0.3333333333333333,1323.0525252525251
1,15,0,3.6402239289418516,0.15384615384615385,871.6733821733823
1,10,0,2.9219280948873623,0.42857142857142855,900.9620370370371
1,15,0,3.5068905956085183,0.15384615384615385,931.4557997557996
1,30,0,3.9647351787255047,0.25,828.7956486042693
1,8,0,2.75,0.14285714285714285,648.1785714285714
1,14,0,3.182005814760214,0.2727272727272727,756.5583028083029
1,26,7,3.9500637564362093,0.1875,660.1120512820513
1,14,0,3.3787834934861767,0.16666666666666666,1100.171855921856
1,25,4,4.053660689688185,0.5,867.6043478260871
1,12,0,3.418295834054489,0.2,936.8459595959597
1,15,0,3.1395722619867223,0.5,1313.956043956044
1,15,0,3.240223928941852,0.5,1353.6971916971918
1,15,0,3.506890595608518,0.25,1016.6499389499389
1,26,0,4.103909910282363,0.18181818181818182,960.5860256410257
1,15,0,3.4565647621309536,0.25,1056.259584859585
1,24,9,4.16829583405449,0.25,664.7912823891085
1,15,0,3.373557262275185,0.07142857142857142,896.7424908424908
1,26,9,3.8731406795131322,0.3076923076923077,497.1585042735043
1,24,5,3.91829583405449,0.26666666666666666,830.8384387351779
1,12,0,2.918295834054489,0.2,698.4742424242426
1,9,0,2.94770277922009,0.2857142857142857,1313.0396825396826
1,14,0,3.521640636343319,0.16666666666666666,648.047619047619
1,27,7,4.162294909570877,0.1111111111111111,518.8766571699904
1,15,0,3.506890595608518,0.15384615384615385,891.4119658119658
1,9,0,2.725480556997868,0.2857142857142857,1303.5714285714287
1,13,0,3.0269868333592873,0.3,700.0287490287488
1,32,18,3.8431390622295662,0.5555555555555556,513.1471774193549
1,14,0,3.6644977792004623,0.16666666666666666,654.2469474969474
1,25,9,4.023465189601646,0.14285714285714285,527.68422705314
1,14,0,3.521640636343319,0.07692307692307693,889.6694139194141
1,14,0,3.3248629576173574,0.5555555555555556,937.4996947496948
1,21,0,3.9754180179138325,0.16666666666666666,821.862573099415
1,25,8,4.243856189774724,0.4166666666666667,483.6246618357488
1,15,0,3.640223928941852,0.15384615384615385,749.102442002442
1,15,0,3.1898980954642875,0.0,695.1698412698414
1,13,0,3.0850551027564768,0.4444444444444444,1349.5613830613831
1,9,0,2.725480556997868,0.2857142857142857,1415.4054232804235
1,12,0,2.4591479170272446,0.0,1000.7939393939392
1,15,0,3.640223928941851,0.25,1106.587912087912
1,26,8,4.18083298720544,0.5,780.6588034188035
1,24,0,3.772055208874201,0.043478260869565216,709.08465085639
1,27,6,3.9265716511782744,0.10526315789473684,579.3897056030389
1,26,9,4.2098671219040344,0.21428571428571427,448.01794871794874
1,8,0,3.0,0.6,1343.954365079365
1,27,9,4.004344446367528,0.125,737.7660968660967
1,15,0,3.506890595608519,0.25,644.052503052503
1,13,0,3.238901256602631,0.0,562.7179487179487
1,25,5,4.213660689688184,0.25,654.983115942029
1,8,0,3.0,0.6,1411.7797619047617
1,18,0,3.5249449750847117,0.125,814.6798747276688
1,9,0,2.94770277922009,0.125,769.3425925925926
1,9,0,2.725480556997868,0.2857142857142857,1220.9742063492065
1,32,25,3.5581573285181993,0.16666666666666666,239.15560035842293
1,12,0,3.084962500721156,0.0,531.3762626262626
1,12,0,3.084962500721156,0.5,1001.9636363636364
1,15,0,3.3735572622751846,0.25,1044.1236874236877
1,8,0,2.5,1.0,1419.9305555555557
1,32,17,3.6556390622295662,0.5,564.828696236559
1,26,7,3.8252517372886503,0.35714285714285715,581.8548290598291
1,8,0,3.0,1.0,1359.3095238095239
1,12,0,3.0220552088742005,0.2,1118.4631313131313
1,14,0,3.2359263506290326,0.4,1027.3962148962148
1,12,0,3.0849625007211556,0.7142857142857143,1505.419191919192
1,15,0,3.640223928941852,0.36363636363636365,902.1147741147741
1,20,0,3.5464393446710147,0.3333333333333333,746.2064327485381
1,10,0,3.121928094887362,0.42857142857142855,1139.212037037037
1,13,0,3.0269868333592873,0.3,875.8350815850816
1,26,9,3.9790978911348045,0.0625,344.3476923076923
1,32,20,3.569548827786958,0.2,379.18245967741933
1,26,7,4.103909910282363,0.5833333333333334,780.674358974359
1,27,9,4.134336113194452,0.058823529411764705,581.2110731244064
1,26,0,4.103909910282363,0.3,789.9832051282051
1,9,0,2.725480556997868,0.2857142857142857,1097.2493386243386
1,27,9,3.9582291686698796,0.2857142857142857,531.0492117758785
1,14,0,3.378783493486176,0.2727272727272727,892.3782051282051
1,32,22,3.5931390622295662,0.25,289.29737903225805
1,9,0,2.94770277922009,0.5,1556.9695767195765
1,15,0,3.456564762130953,0.25,1057.307203907204
1,14,0,3.8073549220576055,0.16666666666666666,969.209706959707
1,18,0,3.7254805569978675,0.125,908.4609204793029
1,26,10,4.085055102756476,0.45454545454545453,581.4946153846154
1,12,0,3.418295834054489,0.5,1028.5065656565657
1,32,17,3.819548827786958,0.6666666666666666,576.7033154121864
1,28,14,3.9641534765420037,0.07692307692307693,341.4642857142857
1,14,0,3.521640636343319,0.2727272727272727,1081.6007326007325
1,24,0,3.8553885422075345,0.09090909090909091,842.1703447518665
1,13,0,3.7004397181410926,0.18181818181818182,1007.1054778554777
1,13,0,2.931208948910323,0.3,1011.9320124320124
1,13,0,2.931208948910323,0.8571428571428571,1102.7187257187256
1,14,0,3.6644977792004623,0.2727272727272727,714.3626373626372
1,15,0,2.999581230646064,0.0,703.0957264957265
1,9,0,3.169925001442312,0.5,1201.5998677248676
1,26,7,4.056020968057881,0.05555555555555555,417.7760256410256
1,15,0,3.5068905956085183,0.5,1013.2384615384616
1,13,0,3.238901256602631,0.18181818181818182,1101.801864801865
1,12,0,3.2516291673878226,0.09090909090909091,945.6954545454545
1,32,17,3.569548827786958,0.6666666666666666,624.2792338709677
1,32,21,3.6525182662886326,0.5714285714285714,384.12755376344086
1,26,6,4.286790198827111,0.0,549.6461538461539
1,14,0,3.3248629576173574,0.16666666666666666,780.9526862026863
1,12,0,3.0220552088742,0.5,894.8378787878788
1,15,0,3.4565647621309536,0.25,846.4614163614164
1,32,20,3.6167292966721747,0.5,451.02721774193543
1,24,7,3.9182958340544896,0.4166666666666667,621.3421168203778
1,8,0,2.75,1.0,1637.545634920635
1,12,0,3.2516291673878226,0.3333333333333333,845.8848484848485
1,26,8,4.315824333525707,0.2857142857142857,644.8630341880342
1,8,0,1.9056390622295665,1.0,1664.0376984126985
1,14,0,3.521640636343319,0.4,839.2112332112332
1,13,0,3.238901256602631,0.3,1073.8853923853924
1,13,0,3.085055102756477,0.4444444444444444,1277.6064491064492
1,24,10,3.855388542207534,0.2727272727272727,297.4468599033816
1,9,0,2.94770277922009,0.5,1074.9735449735451
1,14,0,3.6644977792004623,0.2727272727272727,970.9160561660561
1,9,0,2.9477027792200903,0.5,1497.5324074074076
1,26,12,4.286790198827111,0.16666666666666666,408.5234188034188
1,26,6,3.8731406795131322,0.3333333333333333,605.6288461538462
1,27,7,4.106377316818028,0.25,552.9803988603989
1,14,0,2.842370993177109,0.75,983.8275335775337
1,28,0,4.0836169753972325,0.2727272727272727,625.0796024962691
1,8,0,2.75,1.0,1500.7876984126985
1,13,0,3.334679141051595,0.08333333333333333,633.5128205128204
1,26,7,4.2098671219040344,0.05555555555555555,643.9639743589744
1,14,0,2.8423709931771093,0.07692307692307693,1176.4780219780218
1,25,8,3.893660689688185,0.13333333333333333,446.67333333333335
1,8,0,3.0,1.0,1438.767857142857
1,32,20,3.757048827786958,0.3333333333333333,389.5413306451613
1,14,0,3.3787834934861767,0.0,827.7484737484739
1,15,0,3.3232314287976203,0.25,697.1429792429791
1,13,0,3.238901256602631,0.18181818181818182,1151.2546620046621
1,21,0,3.3680424225727155,0.23529411764705882,884.7238095238095
1,26,9,4.161978179679553,0.13333333333333333,629.5239316239316
1,9,0,2.725480556997868,0.5,1606.349206349206
1,25,5,4.053660689688185,0.3333333333333333,858.5773188405797
1,8,0,2.75,1.0,1193.9126984126983
1,13,0,3.180832987205441,0.08333333333333333,776.5619658119658
1,13,0,3.180832987205441,0.625,1294.4726107226106
1,27,10,4.134336113194452,0.21428571428571427,608.3147198480532
1,26,8,4.286790198827111,0.2,640.3907692307693
1,14,0,3.182005814760214,0.07692307692307693,1084.3925518925519
1,15,0,3.5068905956085183,0.25,620.8168498168499
1,20,0,3.721928094887362,0.3333333333333333,1120.6899610136452
1,32,23,3.4598683589017414,0.5,331.3279569892473
1,26,4,3.8731406795131327,0.4666666666666667,778.456794871795
1,14,0,3.3248629576173574,0.07692307692307693,962.5180097680098
1,32,18,3.4917292966721747,0.5555555555555556,545.9173387096774
1,8,0,3.0,0.6,1272.6686507936508
1,8,0,2.5,0.0,1040.248015873016
1,16,0,3.625,0.3333333333333333,943.190873015873
1,10,0,3.121928094887362,0.6666666666666666,1185.7
1,12,0,2.792481250360578,0.09090909090909091,712.3181818181819
1,15,0,3.0565647621309537,0.25,501.4777777777778
1,32,21,3.4917292966721747,0.8333333333333334,422.68951612903226
1,24,0,4.053508854797679,0.09090909090909091,856.6434453227931
1,10,0,2.9219280948873623,0.6666666666666666,1682.238888888889
1,15,0,3.323231428797621,0.25,1065.5587301587302
1,8,0,2.5,0.0,497.16865079365084
1,32,19,3.702819531114783,0.3,470.95945340501794
1,32,17,3.7417292966721747,0.5,510.2405913978494
1,25,9,4.053660689688185,0.14285714285714285,367.6366666666667
1,12,0,3.084962500721156,0.5,967.8959595959597
1,12,0,3.2516291673878226,0.5,1172.2666666666667
1,32,17,3.5931390622295662,0.25,502.71740591397844
1,26,10,4.026986833359286,0.3333333333333333,606.4485470085469
1,26,9,4.0269868333592855,0.4166666666666667,605.978888888889
1,12,0,3.418295834054489,0.3333333333333333,1410.3151515151515
1,10,0,2.721928094887362,0.42857142857142855,1459.7324074074074
1,17,0,3.337175341123077,0.4166666666666667,1016.9303921568627
1,9,0,2.94770277922009,0.8,1570.3670634920634
1,14,0,3.6644977792004623,0.5555555555555556,974.1535409035409
1,28,0,4.039148671903071,0.16666666666666666,590.9309116809117
1,14,0,3.521640636343319,0.5555555555555556,1268.64010989011
1,15,0,3.240223928941852,0.07142857142857142,841.2938949938948
1,14,0,3.6644977792004623,0.4,943.068376068376
1,14,0,3.2359263506290334,0.5555555555555556,1001.0686813186812
1,12,0,3.2516291673878226,0.3333333333333333,784.4136363636363
1,17,0,3.5724694587701364,0.13333333333333333,832.899183006536
1,12,0,3.418295834054489,0.3333333333333333,858.129292929293
